name,symbol,market_cap,price,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d
GateToken,GT,963006983.2734983,10.848021160134945,6498911.45031254,-3.96487884,-2.48103024,11.75198101
Aerodrome Finance,AERO,940036401.0237824,1.3501126677156667,35654712.88520734,-1.08520765,0.84669385,1.27422177
eCash,XEC,919981135.552251,4.6488944965706615e-05,64264198.57642339,-1.33898045,5.627983,1.63564933
Mina,MINA,885168579.9419619,0.7462454143828446,139019335.29471794,-1.6813795,5.9187437,6.62969984
AIOZ Network,AIOZ,883909920.2326614,0.7761180156610231,20857840.12352793,-2.21509006,1.20445028,-7.27815113
Notcoin,NOT,883371751.9828184,0.008621881551513406,657729730.1277387,-1.96826675,-12.63641024,12.4492443
Nexo,NEXO,880662360.384,1.362946731907586,12221253.43448132,-2.25498657,3.43462598,9.08637859
Pendle,PENDLE,879568063.6504884,5.354829805467471,123007818.33487582,-3.81877279,5.5748873,-0.78516566
Chiliz,CHZ,854354975.2064617,0.09279617133371361,269707962.1935017,-1.6283604,5.26844145,20.39936553
Conflux,CFX,826939582.5215483,0.17856759594135824,106640756.48057981,-3.17252721,3.95534323,15.042669
cat in a dogs world,MEW,823126111.0795444,0.009260168749737476,138215695.13132977,-2.0084538,1.32673235,-19.4211513
Ethereum Name Service,ENS,821859113.7168119,24.074390921618786,838091137.6128876,-5.2873522,24.1753048,30.22225199
ORDI,ORDI,818911311.702723,38.995776747748714,347564217.4216431,-4.58200783,1.11191289,0.11848919
IOTA,IOTA,813691869.0294557,0.23138786224479965,70600399.4894368,-2.52135414,10.49085349,17.8101481
Zcash,ZEC,801962886.1354724,49.11499794707093,99496147.02845588,-2.85042272,-0.52117464,6.497623
FTX Token,FTT,799329104.4822268,2.430346621809848,40710841.52839101,-2.14275856,-0.40426445,20.95583081
PancakeSwap,CAKE,782825808.4564166,2.7489236334043574,398426508.3518311,-1.80368462,12.96291133,41.28663853
Neiro (First Neiro On Ethereum),NEIRO,774843792.3691713,0.0018418935548995246,538288012.2612613,-2.79255682,8.1919635,-13.39427679
XDC Network,XDC,769381758.7256453,0.0515225281932664,41529774.84760495,1.99168324,-0.16453411,18.21236953
USDD,USDD,754479268.4084139,0.9992973260140078,2498789.58497237,0.07549252,0.03635583,-0.31051445
Synthetix,SNX,752188719.3049442,2.294873124638461,123380078.08287983,-3.19061263,15.09787019,23.28412927
Wormhole,W,751485552.2372922,0.27382331455667225,166296808.0475742,-2.33487442,5.04426045,5.97325686
Goatseus Maximus,GOAT,746490779.6724582,0.7464932899579564,335837732.6321246,-2.02716069,-9.21847205,-30.83318761
Axelar,AXL,711181908.2725685,0.8327807849357531,37294595.28526824,-2.51819628,7.76891095,4.30113353
Gnosis,GNO,711985995.105828,274.9418035246642,6160746.91909822,-1.18857986,3.42614091,5.73484831
Nervos Network,CKB,681120158.9917977,0.014996627344112872,235267272.4382714,-2.88224224,12.74558403,10.55254095
Terra Classic,LUNC,659128436.5311213,0.00011970079413892314,89060614.91483279,-1.9806931,1.59573327,7.86520592
Curve DAO Token,CRV,657764515.7256099,0.5308691621720453,401708446.2210689,-0.48834393,11.95960756,42.23539524
Blur,BLUR,648959355.2559279,0.31975004702136267,346941501.36626166,-1.8618901,7.43092098,23.91745879
Tether Gold,XAUt,651118990.5805489,2641.1991959425814,5359929.5495326,-0.03873846,-2.86679881,1.02043408
Oasis,ROSE,644592683.0226305,0.09124866591993028,90707082.9517501,-3.29128033,-0.22016296,6.00964205
ZKsync,ZK,632351709.6420434,0.17206849241960365,127111541.06849785,-3.23862729,5.83558993,13.3926973
Ronin,RON,630202695.3979347,1.7413931069771915,50722630.37098394,-2.41128775,8.10494816,20.47688064
SuperVerse,SUPER,625576447.5471636,1.2819817527673087,31188630.49503841,-3.45590558,3.73506377,-4.75063038
BOOK OF MEME,BOME,625146161.2132866,0.009065668040225267,400782244.1361238,-2.78377167,1.47179036,-15.51038758
Compound,COMP,608119306.8938886,68.78153369472463,76174642.71155219,-1.52168069,7.47404688,27.67155808
GMT,GMT,607874477.5788779,0.20376785088932536,94555575.05295065,-2.29478324,3.81333198,20.89875043
Kusama,KSM,595594506.5932803,37.78064801301306,177823166.55853364,-1.98762443,-2.7874207,72.05008633
EigenLayer,EIGEN,590531346.1836859,3.1649963350359944,319184622.2384045,-3.13148782,18.47687569,29.14362729
PayPal USD,PYUSD,578558339.4813446,0.9991929977139246,24954820.21827054,0.05359767,0.06172151,-0.08709291
Astar,ASTR,569707861.3172299,0.07685292038363731,64176273.49015974,-2.2278308,6.04845549,10.26464888
Bitcoin Gold,BTG,564797515.8385623,32.24848578152388,23758977.17782443,-1.22508174,3.1794465,0.1338872
Kava,KAVA,562322918.9387479,0.5192971320055423,37777631.7699154,-2.74822138,4.96893326,9.21864837
Holo,HOT,534157691.79299474,0.0030639296311724515,154223297.28174886,10.38773964,28.76835816,43.5402642
aelf,ELF,532054138.99465483,0.7248829742787808,767969232.0724415,1.36973466,71.36084621,81.0436721
WEMIX,WEMIX,535101348.6029311,1.2936582956626497,5298599.4698084,-0.64513624,-2.90064421,32.66103212
SATS,1000SATS,525521687.74643564,0.0002502484227363979,86143825.53196163,-3.19981841,4.43679402,-4.04779467
PAX Gold,PAXG,523336831.4298612,2648.9418049151686,24638728.83761003,0.14854548,-2.76114292,1.36280633
Safe,SAFE,512642043.250337,1.105408591373094,46537277.38133585,-2.63547534,7.94767549,1.5923698
APENFT,NFT,502995131.54480785,5.030001615464233e-07,48581777.56667078,-0.43285697,0.69758685,0.37658077
1inch Network,1INCH,501604809.43544877,0.3921955676238843,87903279.21124257,-1.76428059,6.85782837,18.477987
Theta Fuel,TFUEL,501702604.26866496,0.07425264747401049,31597095.17017888,-2.3704822,3.7793207,1.76292018
TrueUSD,TUSD,494758858.6622596,0.9982996543426821,55006438.46032836,-0.00138372,-0.08391151,-0.13079742
Dymension,DYM,487024554.85916233,2.256730799811159,582480142.5742394,-2.34337299,2.66090378,36.48812608
Enjin Coin,ENJ,487702686.9713815,0.2747303232315516,119536724.24203685,-2.49790272,8.77587367,32.73214469
WOO,WOO,480353070.41656554,0.26041309939053947,49585443.33228041,-2.49753054,3.69189373,6.41571669
Arkham,ARKM,473089256.2042793,2.101684834314879,162232705.4326453,-3.70535748,2.38295762,-3.22515475
DeXe,DEXE,472671044.6098472,8.277480968437791,2522690.97535729,-2.6932645,1.1019988,-11.43431626
LayerZero,ZRO,471252893.03366035,4.284117209396912,311931803.1831278,-4.60242035,14.96943283,12.61488746
Turbo,TURBO,469481927.94852936,0.0071896160482163764,192518604.51929873,-3.47258438,1.1089471,-19.32008481
Golem,GLM,467407794.1537722,0.46740779415377215,346825312.31778675,-0.11503088,24.91164034,25.71869073
Jito,JTO,464320569.38132316,3.5395497156078215,168311173.7680046,-1.99687309,-3.77463096,18.43848488
Livepeer,LPT,460053386.1460505,12.74921466492575,76114962.4521101,-2.44553928,6.15529745,15.35140584
Zilliqa,ZIL,458336438.9038936,0.023869393819060534,67680595.6046529,-2.63308985,3.79575572,13.1138264
ether.fi,ETHFI,455326306.7814999,2.193814435662279,418574475.854678,-3.2921093,5.55732774,32.24850895
Celo,CELO,453612069.346996,0.8190406599569461,110451246.971213,-2.77686209,5.74000893,18.66247564
Memecoin,MEME,452808147.4632024,0.014597062585723611,156754197.4522804,-3.89143908,7.51885602,0.84487583
Reserve Rights,RSR,444044338.3115203,0.008360874688989021,29070251.14301798,-3.01652727,0.895542,2.54846541
Trust Wallet Token,TWT,443714345.49667,1.064957283073079,34189612.98672218,-1.75824381,4.83394664,11.05327686
IoTeX,IOTX,440295495.04359233,0.04663470863022237,56772772.54107969,2.99970913,6.94175867,3.18821949
Osmosis,OSMO,430885513.6325684,0.6192746370126898,22945373.01871643,-1.73829309,1.83093385,12.58673921
Amp,AMP,426094053.4537763,0.005278499295168033,43569721.08174527,-2.95974123,4.81862162,10.32861602
Manta Network,MANTA,410435178.0016817,1.0674504283393582,117071794.51971842,-1.91187938,-1.0620142,29.52906862
0x Protocol,ZRX,410455373.4003508,0.48380131574155844,84593020.7330662,-1.30966007,3.89679572,3.63637154
Basic Attention Token,BAT,408202291.91662514,0.27292482271709073,155999681.00713062,-1.57019086,11.06887033,23.59925856
Act I : The AI Prophecy,ACT,407297863.2779581,0.4295274085066623,328023761.7970055,-2.35655019,-1.31363862,-30.15048209
Dash,DASH,403504561.5523475,33.500041651454346,93498127.5932353,-0.70005632,3.28694518,15.92626947
EthereumPoW,ETHW,397220630.89507246,3.6841431880769284,31985430.15103494,-3.46443049,4.14172593,5.93716072
SPACE ID,ID,395371967.6850444,0.4966627741711259,77772516.93677898,-2.75232634,6.79965319,7.64330467
Baby Doge Coin,BabyDoge,389449167.79426616,2.438270562550468e-09,63426991.52168736,-0.49949682,8.22708927,3.23164015
Aevo,AEVO,386343885.4839513,0.43132270202618633,213900589.27482373,-5.67393913,3.57222135,12.82351424
Siacoin,SC,386831931.5260097,0.0066995030711634405,53646304.07263289,-0.46874213,9.22156033,15.32543167
Ankr,ANKR,386203532.2373346,0.03862035322373346,38808339.54154319,-2.64974169,3.95904338,11.91128942
Qtum,QTUM,385283999.3888263,3.6549834411969906,61925740.82452065,-2.15615877,4.68299115,13.71035177
ZetaChain,ZETA,383532527.79156554,0.7406187923782132,131653192.63428816,-2.98418805,10.07102745,0.98994302
OriginTrail,TRAC,383815215.1043934,0.9248670125585756,4895159.57618693,-0.56054276,3.45248832,2.93394356
DOGS,DOGS,378192854.3325631,0.0007318681264297303,374032768.87778884,-2.32040096,6.33816658,5.88813111
Gas,GAS,373457856.0178742,5.746183438440978,75244587.2563269,-1.5235352,2.98602359,12.82516342
SafePal,SFP,356671625.6059493,0.7316341038070755,13315655.66236696,-2.19783812,3.34826299,7.00948082
Ravencoin,RVN,354522659.66965747,0.024387540320282453,23512696.97731179,-2.96944188,1.57651625,9.31920884
JUST,JST,352948864.925423,0.03565140049751748,44566234.06537911,-0.46753459,2.8694204,2.74806344
Metis,METIS,347255325.0024419,56.91465268704035,38465860.45879401,-3.978023,5.27978997,23.07617018
Echelon Prime,PRIME,341858846.34136724,9.556112421402199,23490080.14448714,-0.4969777,15.32314474,7.00796169
Chia,XCH,344036181.637835,24.69215612255029,23296183.24652917,8.29692645,15.85445899,49.86416581
Terra,LUNA,340887662.0868819,0.4801339908335656,88233868.23779593,-2.11185271,1.07451167,7.62185485
Creditcoin,CTC,337360387.9219271,0.8287226772532488,29523195.56658369,-2.33512307,-2.04794161,22.6062033
Harmony,ONE,332775633.99746186,0.02330657906955937,76081351.06725718,-4.05122868,-2.20427164,49.09036489
Convex Finance,CVX,329281608.2288698,3.4120377611035977,40583264.73494798,-1.51413176,14.40274607,58.48448447
dYdX (ethDYDX),ETHDYDX,329178878.42827,1.4989553684141668,65373568.88220575,-2.35597808,3.67449014,13.44277068
io.net,IO,325583704.0857224,2.7067276879672666,192671773.34154463,-3.28398288,7.25308487,11.17093177
SKALE,SKL,323887745.5831692,0.05847516234776103,59373135.72137573,-2.29810599,-1.68463929,25.10474871
Ponke,PONKE,320533044.4490648,0.5769712462983366,31997659.40949273,-2.05370193,1.06999181,-19.63220001
Mask Network,MASK,317349939.9356275,3.1734993993562752,143269128.90440062,-3.17698646,1.45565172,7.18668302
GMX,GMX,316916334.20332915,32.209257183718655,32598420.96327444,-3.09590984,6.99118175,12.20873292
Ethena USDe,USDe,3878643969.3979626,1.001415632946817,119859657.96647857,0.00620928,-0.04259823,-0.02999952
Edelcoin,EDLC,1213405733.1121643,0.6002163221482422,4170.2758284,-0.68627402,-0.04410555,-33.54636913
Zeebu,ZBU,1198336960.8093994,4.627304604078678,2267085.20293109,0.08808404,0.23857412,2.64874814
Fellaz,FLZ,1099515014.802815,2.330098340892642,2419009.41644779,-0.16010837,2.53496457,1.16247213
Fasttoken,FTN,960930529.1944792,3.152139547841864,76037395.30276142,0.09437377,0.30196551,2.03881189
Dog (Runes),DOG,684533000.3232421,0.006845330003232421,28667084.59344679,-3.76984013,0.84881066,-8.79642313
Frax,FRAX,646214519.2000443,0.9950434967208028,18093218.44389503,-0.0100073,-0.014712,-0.14699374
Grass,GRASS,611075566.9145883,2.5053825830744483,277247051.7839716,-4.30187517,7.3477929,5.96662566
Virtuals Protocol,VIRTUAL,571922587.2005042,0.5719225872005042,14002511.54069453,-0.94850229,5.49118611,23.23615056
Beldex,BDX,542515671.7859672,0.07849490321693559,9996203.11945949,-0.84295958,0.18465046,-3.27246609
Cheelee,CHEEL,539101013.2704792,9.491265822805108,5980515.69543513,0.10930082,-1.44085598,-14.80689033
SPX6900,SPX,477650503.30139744,0.513054831873654,20598805.06579544,-1.36658764,0.14813764,-8.85983128
Meta Games Coin,MGC,470330667.5012715,0.42757345070300606,42585.79331588,-0.76857635,-0.84303856,1.01654849
PepeCoin,PEPECOIN,460072194.0265722,3.5049080250520865,5715811.04340005,-1.3021974,-3.39115584,-8.39590166
Ondo US Dollar Yield,USDY,440909900.0872973,1.0642602304427415,1101499.1600658,-0.03666436,-0.50076647,-0.59688277
Zerebro,ZEREBRO,386805248.8280945,0.4032504357613257,34155993.44495224,-8.95828037,-4.07928206,-1.99131982
VerusCoin,VRSC,386479310.2884308,4.962323092786167,80519.48959122,0.09742705,7.3671373,18.00196267
Baby Doge Coin,1MBABYDOGE,374215479.50366366,0.002442546431216271,55942684.32097266,-0.14799779,8.38442292,3.3701698
Orbler,ORBR,365723561.44590306,0.3601106074354584,170480.77779267,-2.55657454,-4.04752416,-0.58784804
Just a chill guy,CHILLGUY,358505460.5418828,0.35851711904242384,202963936.57934263,-3.64378204,20.14998156,-8.7122218
Telcoin,TEL,353705718.7435132,0.0038593339395477325,3538846.25467868,0.95716102,7.21472543,62.39715424
Moo Deng (moodengsol.com),MOODENG,346123015.56497884,0.34962916989373277,172194903.81206894,-1.67407908,-7.44810612,-36.08455048
Destra Network,DSYNC,339603730.98140466,0.35021812276102504,6776169.63440932,0.83031586,0.94549869,34.97513043
Drift,DRIFT,337245873.38519394,1.3087759118373874,80993752.12302548,-1.6738618,1.7746714,-14.23225555
Gigachad,GIGA,333024847.70920277,0.03579983897926524,9542363.80680177,-0.76671375,7.31746153,-18.98154015
Snek,SNEK,331636049.2913598,0.004459777257549668,5025336.2428188,2.42271035,11.7543896,47.28950696
FLEX,FLEX,325662709.9833205,3.300693379815435,0.0,0.01933326,-0.02909689,-0.04775811
Aleo,ALEO,324190628.03024006,1.252538308075623,11448126.42429389,-1.19473005,4.65259547,0.39278082
Simon's Cat,CAT,312220332.88457066,4.6255173045281904e-05,50498880.77092257,-2.68089536,2.34064973,-14.4784536
ConstitutionDAO,PEOPLE,311251854.8513743,0.06151055480588602,213897975.2156929,-3.80761907,1.30161787,-3.72339198
Threshold,T,310850148.6575861,0.03109724105867359,60266494.42175858,-2.19276524,4.60552837,17.34211633
MimbleWimbleCoin,MWC,311788151.07624066,28.42498531359846,4483.5168244,-0.53089046,-1.13527922,-1.16153634
Aethir,ATH,310184130.80764353,0.05944709536983909,44939796.69494603,-2.04974325,3.76514559,-11.28018153
Non-Playable Coin,NPC,311421775.7536568,0.04270829829011003,9167673.76203051,1.40792674,11.46082661,-30.2257133
ssv.network,SSV,310063129.032022,26.82623450996036,161570074.8447925,-0.1525971,25.03000373,38.55142965
Biconomy,BICO,310308560.82328105,0.351951344750328,100714187.31961937,-2.9884822,12.47699432,19.70647271
Polymesh,POLYX,308878006.37943757,0.3392691849405108,71846817.5625841,-2.32742256,7.07056742,0.66822659
Fartcoin,FARTCOIN,307659125.7609022,0.3076596623193533,45965840.7864764,-4.80702359,-13.32449836,5.58332314
Altlayer,ALT,305712885.4227064,0.13370025775165575,138228384.97971347,-2.17831782,4.67184154,14.934789
Loopring,LRC,305116913.00294703,0.22323336042166167,90527196.678579,-2.77671629,2.93978325,15.74239674
MX Token,MX,305990906.0028642,3.161656411707017,94971063.2389253,-1.60251808,3.6078075,10.80533747
Kadena,KDA,299821829.1152619,1.0084486219015358,94501737.43843025,-3.64151767,26.51011973,40.46892689
Sologenic,SOLO,293889651.03091854,0.7348202071564326,34278823.38191275,0.32927285,16.63722078,140.63564242
Apu Apustaja,APU,286009917.9932533,0.0008927045450147942,13225216.37135724,-4.0670224,9.69962582,-32.0908772
Tribe,TRIBE,284591941.52194357,0.524365750718941,291155.09987645,0.00275152,-11.95497412,-12.80515839
SushiSwap,SUSHI,283461930.4118101,1.0828203191934018,147238315.9032349,-3.30379098,5.78988216,35.31510567
Gravity,G,282064622.2951022,0.03458488303854254,48571540.54064535,-0.91158322,11.31720528,9.81924349
Flux,FLUX,278366963.9855185,0.7415854774815256,33536789.29589222,-3.83344514,8.34825006,23.76882099
Illuvium,ILV,276967164.30681956,53.465062819122586,96931254.35313746,-2.87525238,7.02518355,26.1339619
Rocket Pool,RPL,271529628.1524744,12.985762265052875,26038680.87880365,1.76619761,15.16423733,29.4092256
Chintai,CHEX,268065899.52470422,0.2749997115929806,760108.35482772,-0.54048874,3.1119361,-8.52173448
